Timestamp,Src Port,Dst Port,Protocol,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Mean,Bwd Pkt Len Mean,Flow Byts/s,Flow Pkts/s,SYN Flag Cnt,ACK Flag Cnt,RST Flag Cnt,Label
2026-08-31 10:00:37.500,26494,1075,6,1278314.8745537638,13,8,819,760,63.0,95.0,0.0012352199222737258,1.6427877370328208e-05,1,0,0,Reconnaissance-PortScan
2026-08-31 10:00:38.000,24041,1076,6,37757.91477930543,10,7,8480,9478,848.0,1354.0,0.47560889154520875,0.00045023672771291615,1,0,0,Reconnaissance-PortScan
2026-08-31 10:00:38.500,16376,1077,6,164669.4390801953,12,12,16440,10212,1370.0,851.0,0.16185152598595878,0.00014574653398105247,1,0,0,Reconnaissance-PortScan
2026-08-31 10:00:39.000,64838,1078,6,215343.65538578972,16,8,15584,6768,974.0,846.0,0.10379688205309909,0.00011144976598400045,1,0,0,Reconnaissance-PortScan
2026-08-31 10:00:39.500,34389,1079,6,762607.6966689728,10,13,14210,13624,1421.0,1048.0,0.03649845145965921,3.0159674627152465e-05,1,0,0,Reconnaissance-PortScan
2026-08-31 10:00:40.000,20470,1080,17,2447401.7579172463,13,5,5317,3470,409.0,694.0,0.003590338190915531,7.354738526969336e-06,1,0,0,Reconnaissance-PortScan
2026-08-31 10:00:40.500,3360,1081,6,137659.74568914325,13,9,13468,9414,1036.0,1046.0,0.16622143157237004,0.0001598143298047435,1,0,0,Reconnaissance-PortScan
2026-08-31 10:00:41.000,63056,1082,6,1036957.7557225977,11,9,2310,8523,210.0,947.0,0.010446905807022603,1.9287188788004435e-05,1,0,0,Reconnaissance-PortScan
2026-08-31 10:00:41.500,10903,1083,6,887813.4324463295,8,5,2088,7180,261.0,1436.0,0.010439130183419344,1.4642716053566193e-05,1,0,0,Reconnaissance-PortScan
2026-08-31 10:00:42.000,33340,1084,6,127225.13987642767,10,12,4820,564,482.0,47.0,0.04231868013512291,0.00017292179847189896,1,0,0,Reconnaissance-PortScan
2026-08-31 10:00:42.500,34364,1085,6,254856.93782618822,10,8,12160,1304,1216.0,163.0,0.0528296389115925,7.062785950747661e-05,1,0,0,Reconnaissance-PortScan
2026-08-31 10:00:43.000,8545,1086,6,263539.21845581685,13,9,11713,10476,901.0,1164.0,0.0841961971700925,8.347903635774641e-05,1,0,0,Reconnaissance-PortScan
2026-08-31 10:00:43.500,7195,1087,6,1913396.9282322004,6,12,2490,12348,415.0,1029.0,0.007754794512830839,9.40735282591691e-06,1,0,0,Reconnaissance-PortScan
2026-08-31 10:00:44.000,24505,1088,17,99769.607645218,16,4,5120,3496,320.0,874.0,0.08635896444310993,0.00020046184875373708,1,0,0,Reconnaissance-PortScan
2026-08-31 10:00:44.500,19498,1089,6,802618.3029095837,11,11,8272,12716,752.0,1156.0,0.026149416134237897,2.7410289448886683e-05,1,0,0,Reconnaissance-PortScan
2026-08-31 10:00:45.000,47784,1090,6,203377.50546744757,10,12,12820,17376,1282.0,1448.0,0.14847266382342575,0.00010817322175504592,1,0,0,Reconnaissance-PortScan
2026-08-31 10:00:45.500,56742,1091,6,656281.0147679964,11,4,10967,3220,997.0,805.0,0.02161726406911087,2.285606266558561e-05,1,0,0,Reconnaissance-PortScan
2026-08-31 10:00:46.000,45653,1092,6,272373.07427260844,7,11,5950,12573,850.0,1143.0,0.06800598792221632,6.608582749014165e-05,1,0,0,Reconnaissance-PortScan
2026-08-31 10:00:46.500,46256,1093,6,431801.4238904101,17,10,14722,13610,866.0,1361.0,0.06561349368438961,6.252874239300153e-05,1,0,0,Reconnaissance-PortScan
2026-08-31 10:00:47.000,22032,1094,6,893719.7269513216,8,9,4200,630,525.0,70.0,0.0054043788609457796,1.9021623320099016e-05,1,0,0,Reconnaissance-PortScan
2026-08-31 10:00:47.500,2657,1095,6,815242.8480167739,8,10,2992,4170,374.0,417.0,0.008785112334729478,2.2079310531294414e-05,1,0,0,Reconnaissance-PortScan
2026-08-31 10:00:48.000,63429,1096,6,1006539.2812131746,11,8,8591,2952,781.0,369.0,0.011468007474057669,1.8876560860010026e-05,1,0,0,Reconnaissance-PortScan
2026-08-31 10:00:48.500,51693,1097,6,30734.192931961086,6,7,2694,9534,449.0,1362.0,0.3978630583562594,0.0004229816616479696,1,0,0,Reconnaissance-PortScan
2026-08-31 10:00:49.000,13509,1098,6,588909.8213629114,11,11,1023,3531,93.0,321.0,0.00773293267445153,3.7357162678509804e-05,1,0,0,Reconnaissance-PortScan
2026-08-31 10:00:49.500,44641,1099,6,75404.10580589976,14,13,10360,13975,740.0,1075.0,0.3227277843386176,0.00035807068736974217,1,0,0,Reconnaissance-PortScan
2026-08-31 10:00:50.000,4672,22,6,268771.83660043194,14,9,15932,6102,1138.0,678.0,0.08198031563826723,8.55744422111349e-05,1,1,1,SSH-Bruteforce
2026-08-31 10:00:50.500,48969,22,6,397687.8752250783,11,10,4268,9110,388.0,911.0,0.033639446493288476,5.280523070407071e-05,1,0,0,SSH-Bruteforce
2026-08-31 10:00:51.000,14164,22,6,257700.94340727694,10,12,10140,8856,1014.0,738.0,0.07371335063077794,8.537027341951541e-05,1,0,1,SSH-Bruteforce
2026-08-31 10:00:51.500,61956,22,6,366580.24670382467,13,10,5616,1080,432.0,108.0,0.018266123338684187,6.274206045246957e-05,1,0,0,SSH-Bruteforce
2026-08-31 10:00:52.000,18945,22,17,2831268.751802723,12,7,7116,6160,593.0,880.0,0.00468906386633202,6.71077233054447e-06,1,1,1,SSH-Bruteforce
2026-08-31 10:00:52.500,15381,22,6,72638.51666978774,16,9,19520,558,1220.0,62.0,0.27640982935416775,0.0003441700236006671,1,1,0,SSH-Bruteforce
2026-08-31 10:00:53.000,47160,22,6,562667.1492511432,6,7,5316,2632,886.0,376.0,0.014125580301669969,2.310424558652612e-05,1,1,1,SSH-Bruteforce
2026-08-31 10:00:53.500,4161,22,6,252091.34051239313,11,10,1320,4660,120.0,466.0,0.023721560556614202,8.330313907841107e-05,1,1,0,SSH-Bruteforce
2026-08-31 10:00:54.000,57161,22,6,71363.80217502092,9,8,11439,7072,1271.0,884.0,0.25938920619738803,0.00023821600698803932,1,0,1,SSH-Bruteforce
2026-08-31 10:00:54.500,1121,22,6,86425.33183682656,9,8,7785,1984,865.0,248.0,0.11303398889244423,0.00019670158779522487,1,1,0,SSH-Bruteforce
2026-08-31 10:00:55.000,12431,22,6,1490649.530109417,8,7,9192,1778,1149.0,254.0,0.007359208035386551,1.00627274868549e-05,1,0,1,SSH-Bruteforce
2026-08-31 10:00:55.500,31599,22,6,1058474.088672749,8,10,6264,6740,783.0,674.0,0.012285610142977833,1.7005612317256304e-05,1,1,0,SSH-Bruteforce
2026-08-31 10:00:56.000,13746,22,17,1187803.5374513888,7,14,1512,6468,216.0,462.0,0.006718282736432245,1.76796914116638e-05,1,1,1,SSH-Bruteforce
2026-08-31 10:00:56.500,13948,22,17,2385776.274317256,12,6,6600,672,550.0,112.0,0.0030480645139496854,7.544714143439816e-06,1,1,0,SSH-Bruteforce
2026-08-31 10:00:57.000,4774,22,6,116796.09309297986,9,3,1602,2586,178.0,862.0,0.03585736379304583,0.00010274316273079034,1,0,1,SSH-Bruteforce
2026-08-31 10:00:57.500,28757,22,17,219593.16873494192,9,6,10485,4950,1165.0,825.0,0.07028907177858432,6.830813583924618e-05,1,0,0,SSH-Bruteforce
2026-08-31 10:00:58.000,63051,22,17,553149.4222334932,7,7,3584,6839,512.0,977.0,0.01884300982856646,2.5309616962480132e-05,1,0,1,SSH-Bruteforce
2026-08-31 10:00:58.500,9559,22,6,330632.95600659534,9,10,5229,13370,581.0,1337.0,0.05625271063138203,5.746553588882513e-05,1,1,0,SSH-Bruteforce
2026-08-31 10:00:59.000,58350,22,17,270977.1783350867,8,12,1864,15552,233.0,1296.0,0.0642710951024108,7.380695349381121e-05,1,1,1,SSH-Bruteforce
2026-08-31 10:00:59.500,25511,22,6,221436.5071763801,7,10,3675,11040,525.0,1104.0,0.06645245712629753,7.677144214387075e-05,1,0,0,SSH-Bruteforce
2026-08-31 10:01:00.000,55589,22,17,450430.97494400037,12,6,16524,1968,1377.0,328.0,0.04105401499505772,3.996172776936183e-05,1,0,1,SSH-Bruteforce
2026-08-31 10:01:00.500,31675,22,17,428531.69423962355,11,11,9284,6534,844.0,594.0,0.036912088912578474,5.133809306339148e-05,1,0,0,SSH-Bruteforce
2026-08-31 10:01:01.000,5690,22,6,88045.20582092211,12,6,3432,7998,286.0,1333.0,0.129819674928691,0.00020444043295856853,1,0,1,SSH-Bruteforce
2026-08-31 10:01:01.500,49801,22,6,319083.1923278797,15,15,10035,7170,669.0,478.0,0.053920107398767306,9.401936773978606e-05,1,1,0,SSH-Bruteforce
2026-08-31 10:01:02.000,18018,22,6,403126.3347435887,13,6,6201,8262,477.0,1377.0,0.03587709051268139,4.7131626892134855e-05,1,1,1,SSH-Bruteforce
2026-08-31 10:01:02.500,2751,22,6,422318.79620659014,10,9,1120,13113,112.0,1457.0,0.033702028248585154,4.4989709599038714e-05,1,1,0,SSH-Bruteforce
2026-08-31 10:01:03.000,60658,22,17,117929.01497912002,11,7,12452,469,1132.0,67.0,0.10956591133396708,0.00015263419271042546,1,1,1,SSH-Bruteforce
2026-08-31 10:01:03.500,35646,22,17,677924.0778292903,14,14,11102,4326,793.0,309.0,0.022757710640950838,4.130256014691622e-05,1,1,0,SSH-Bruteforce
2026-08-31 10:01:04.000,11824,22,6,12761.01432619636,12,9,14580,1017,1215.0,113.0,1.222238263282835,0.0016456372077283796,1,0,1,SSH-Bruteforce
2026-08-31 10:01:04.500,38847,22,6,219122.15353974534,13,7,11310,4991,870.0,713.0,0.07439229551155051,9.12732906098405e-05,1,0,0,SSH-Bruteforce
2026-08-31 10:01:05.000,44063,22,6,757547.3921632272,14,8,1862,2280,133.0,285.0,0.005467644721365308,2.9041087366015635e-05,1,1,1,SSH-Bruteforce
2026-08-31 10:01:05.500,64902,22,6,414933.7359383612,12,6,5688,2694,474.0,449.0,0.020200815874472894,4.338042063236842e-05,1,0,0,SSH-Bruteforce
2026-08-31 10:01:06.000,19732,22,6,151338.59130711894,10,12,14940,6444,1494.0,537.0,0.1412990554087516,0.00014536939856867447,1,1,1,SSH-Bruteforce
2026-08-31 10:01:06.500,13843,22,6,593644.9035572362,11,12,5456,17772,496.0,1481.0,0.03912776789697345,3.874369991520533e-05,1,1,0,SSH-Bruteforce
2026-08-31 10:01:07.000,10393,22,17,418960.4160774717,17,10,25381,10510,1493.0,1051.0,0.08566680436107496,6.44452291033692e-05,1,0,1,SSH-Bruteforce
2026-08-31 10:01:07.500,64894,22,6,795415.081360898,6,6,1608,1500,268.0,250.0,0.003907393853588194,1.5086462755166772e-05,1,0,0,SSH-Bruteforce
2026-08-31 10:01:08.000,10307,22,6,664060.2498692309,15,12,1035,9972,69.0,831.0,0.01657530322286537,4.065896129893386e-05,1,1,1,SSH-Bruteforce
2026-08-31 10:01:08.500,31597,22,6,470942.6506615993,6,7,2244,9002,374.0,1286.0,0.023879765368378433,2.760421036714562e-05,1,1,0,SSH-Bruteforce
2026-08-31 10:01:09.000,14195,22,6,334888.8681300812,8,11,5592,4389,699.0,399.0,0.029803916909609044,5.673523908251396e-05,1,0,1,SSH-Bruteforce
2026-08-31 10:01:09.500,31957,22,1,71463.1942376169,14,5,8512,3105,608.0,621.0,0.1625592043891516,0.0002658711270890833,1,0,0,SSH-Bruteforce
2026-08-31 10:01:10.000,6798,22,1,151454.04636634514,14,8,3024,8664,216.0,1083.0,0.07717192296702804,0.00014525858190234575,1,1,1,SSH-Bruteforce
2026-08-31 10:01:10.500,7543,22,6,271587.8733141908,12,12,10356,5544,863.0,462.0,0.05854458744930921,8.836918860273088e-05,1,0,0,SSH-Bruteforce
2026-08-31 10:01:11.000,12007,22,6,457270.2409857454,9,11,5463,1760,607.0,160.0,0.015795910935011415,4.3737812363315565e-05,1,1,1,SSH-Bruteforce
2026-08-31 10:01:11.500,31956,22,6,360472.85736315534,11,8,4928,1696,448.0,212.0,0.018375863437459724,5.2708545487882665e-05,1,1,0,SSH-Bruteforce
2026-08-31 10:01:12.000,31822,22,6,169968.28341644225,17,11,13872,803,816.0,73.0,0.08633963763216418,0.00016473661694722978,1,0,1,SSH-Bruteforce
2026-08-31 10:01:12.500,19157,22,6,3242.671116690151,7,9,9100,8613,1300.0,957.0,5.46247192760493,0.0049342037397210456,1,0,0,SSH-Bruteforce
2026-08-31 10:01:13.000,61043,22,6,342826.8851098677,17,4,22797,440,1341.0,110.0,0.0677805650857146,6.125540589576997e-05,1,1,1,SSH-Bruteforce
2026-08-31 10:01:13.500,15963,22,6,168174.31412409147,7,8,812,4672,116.0,584.0,0.03260902253852754,8.919316886905784e-05,1,0,0,SSH-Bruteforce
2026-08-31 10:01:14.000,1805,22,6,663274.216899862,13,7,12636,5691,972.0,813.0,0.027631105706752677,3.0153441050638595e-05,1,0,1,SSH-Bruteforce
2026-08-31 10:01:14.500,50074,22,6,12118.819004625182,9,9,6075,7407,675.0,823.0,1.112484639281246,0.0014852932433661494,1,0,0,SSH-Bruteforce
2026-08-31 10:01:15.000,57724,445,17,439530.9661438341,45,10,26055,10070,579.0,1007.0,0.08218988599623807,0.00012513339044409948,1,0,0,DoS-DoS attack-HOIC
2026-08-31 10:01:15.500,28648,445,6,1419144.1185867116,75,11,91575,6314,1221.0,574.0,0.06897749052914746,6.059990586793901e-05,1,0,0,DoS-DoS attack-HOIC
2026-08-31 10:01:16.000,7847,445,6,95828.05450842118,45,13,55350,689,1230.0,53.0,0.5847869945979914,0.000605250730503462,0,1,0,DoS-DoS attack-HOIC
2026-08-31 10:01:16.500,19513,445,6,318997.6861234839,35,11,43680,15059,1248.0,1369.0,0.18413613186968633,0.0001442016729260895,1,0,0,DoS-DoS attack-HOIC
2026-08-31 10:01:17.000,54043,445,1,47937.2650094033,105,8,152460,2480,1452.0,310.0,3.2321410063191087,0.0023572475391381133,0,0,0,DoS-DoS attack-HOIC
2026-08-31 10:01:17.500,40985,445,6,491324.67053223815,75,8,3825,8928,51.0,1116.0,0.02595635994814889,0.00016893106529415494,1,0,0,DoS-DoS attack-HOIC
2026-08-31 10:01:18.000,55152,445,6,399844.9535949602,60,14,12480,7028,208.0,502.0,0.0487889113620615,0.00018507173676402252,0,1,0,DoS-DoS attack-HOIC
2026-08-31 10:01:18.500,30142,445,6,261588.73418563345,50,9,43500,5058,870.0,562.0,0.1856272600932619,0.00022554488128634728,0,1,0,DoS-DoS attack-HOIC
2026-08-31 10:01:19.000,35905,445,6,368421.04634789954,65,14,96785,11326,1489.0,809.0,0.29344414785407363,0.00021442857507998094,0,1,0,DoS-DoS attack-HOIC
2026-08-31 10:01:19.500,17304,445,6,1134452.6322154412,50,6,24400,5364,488.0,894.0,0.02623644139430691,4.9363012971414695e-05,0,0,0,DoS-DoS attack-HOIC
