Window_ID,Window_Timestamp,Flow_Count,Src Port_mean,Src Port_std,Src Port_max,Src Port_min,Dst Port_mean,Dst Port_std,Dst Port_max,Dst Port_min,Protocol_mean,Protocol_std,Protocol_max,Protocol_min,Flow Duration_mean,Flow Duration_std,Flow Duration_max,Flow Duration_min,Tot Fwd Pkts_mean,Tot Fwd Pkts_std,Tot Fwd Pkts_max,Tot Fwd Pkts_min,Tot Bwd Pkts_mean,Tot Bwd Pkts_std,Tot Bwd Pkts_max,Tot Bwd Pkts_min,TotLen Fwd Pkts_mean,TotLen Fwd Pkts_std,TotLen Fwd Pkts_max,TotLen Fwd Pkts_min,TotLen Bwd Pkts_mean,TotLen Bwd Pkts_std,TotLen Bwd Pkts_max,TotLen Bwd Pkts_min,Fwd Pkt Len Mean_mean,Fwd Pkt Len Mean_std,Fwd Pkt Len Mean_max,Fwd Pkt Len Mean_min,Bwd Pkt Len Mean_mean,Bwd Pkt Len Mean_std,Bwd Pkt Len Mean_max,Bwd Pkt Len Mean_min,Flow Byts/s_mean,Flow Byts/s_std,Flow Byts/s_max,Flow Byts/s_min,Flow Pkts/s_mean,Flow Pkts/s_std,Flow Pkts/s_max,Flow Pkts/s_min,SYN Flag Cnt_mean,SYN Flag Cnt_std,SYN Flag Cnt_max,SYN Flag Cnt_min,ACK Flag Cnt_mean,ACK Flag Cnt_std,ACK Flag Cnt_max,ACK Flag Cnt_min,RST Flag Cnt_mean,RST Flag Cnt_std,RST Flag Cnt_max,RST Flag Cnt_min,Unique_Src_Ports,Unique_Dst_Ports,SYN_ACK_Ratio,RST_SYN_Ratio,Port_Diversity,Connection_Failure_Rate,Traffic_Burst_Score,Port_Scan_Score,Attack,Attack_Stage
10,2026-08-31 10:00:50,10,27369.0,23743.626129506374,61956,1121,1774.8,3328.008239840227,8080,22,7.1,3.478505426185217,17,6,516719.5794184506,828335.6241620568,2831268.751802723,71363.80217502092,11.1,2.8460498941515415,16,6,9.0,1.5634719199411433,12,7,8845.2,5549.3235984217035,19520,1320,4821.4,3130.7096888014953,9110,558,792.7,391.54765567765395,1271.0,120.0,535.1,326.99454633576585,911.0,62.0,0.08989684652696336,0.10002851379866737,0.2764098293541677,0.004689063866332,0.00011786977821664723,0.00010739998991102494,0.0003441700236006,6.71077233054447e-06,0.5,0.5270462766947299,1,0,0.6,0.5163977794943223,1,0,0.0,0.0,0,0,10,6,0.7142857142857143,0.0,0.5454545454545454,0.0,0.9970238095238095,2.727272727272727,0,0
11,2026-08-31 10:00:55,10,26172.6,20162.034460837527,63051,4774,1772.3,3329.4579488759623,8080,22,11.5,5.797509043642029,17,6,783528.8756130288,738290.2006521318,2385776.274317256,116796.09309297986,8.4,1.505545305418162,12,7,8.5,3.2744804507314167,14,3,5000.7,3147.767217498072,10485,1512,6999.5,4959.956434620503,15552,672,589.2,354.2453010744579,1165.0,178.0,790.3,416.76506838052325,1337.0,112.0,0.03413768736890329,0.02768500704749009,0.0702890717785843,0.0030480645139496,4.566975924181483e-05,3.400819932347806e-05,0.0001027431627307,7.544714143439816e-06,0.6,0.5163977794943222,1,0,0.5,0.5270462766947299,1,0,0.0,0.0,0,0,10,6,1.0,0.0,0.5454545454545454,0.0,0.8811261730969759,3.272727272727273,0,0
12,2026-08-31 10:01:00,10,31049.9,20806.351425840032,60658,2751,905.1,2523.8570768655745,8080,22,10.4,5.680375574437545,17,6,313927.2458956956,203611.84145352812,677924.0778292903,12761.01432619636,12.3,1.4944341180973264,15,10,9.0,3.3333333333333335,15,6,9604.0,4805.701821794606,16524,1120,5584.8,3874.893455166076,13113,469,777.5,405.00075445745915,1377.0,112.0,676.9,529.5640660014612,1457.0,67.0,0.17602391857656643,0.3692801468685011,1.222238263282835,0.0227577106409508,0.00024127282092176698,0.00049648134417111,0.0016456372077283,3.996172776936183e-05,0.8,0.42163702135578396,1,0,0.5,0.5270462766947299,1,0,0.0,0.0,0,0,10,5,1.3333333333333333,0.0,0.45454545454545453,0.0,1.0856269113149848,3.6363636363636362,0,0
13,2026-08-31 10:01:05,10,30588.3,21147.51178980638,64902,10307,1095.7,2460.335254933089,8080,53,6.6,3.977715704047013,17,1,467319.50833028427,241689.42154104653,795415.081360898,71463.1942376169,11.3,3.802046232695699,17,6,8.9,2.8067379246694513,12,5,7231.8,7618.798429615468,25381,1035,6766.8,5099.243599681123,17772,1500,610.8,504.80200739167697,1494.0,69.0,719.0,428.33605706008194,1481.0,250.0,0.05284876720062304,0.05726863868982853,0.1625592043891516,0.0039073938535881,7.269358361783188e-05,7.689624108050941e-05,0.000265871127089,1.5086462755166772e-05,0.5,0.5270462766947299,1,0,0.5,0.5270462766947299,1,0,0.0,0.0,0,0,10,5,0.8333333333333334,0.0,0.45454545454545453,0.0,1.0222672064777327,2.272727272727273,0,0
14,2026-08-31 10:01:10,10,23816.8,19628.276280237482,61043,1805,927.3,2518.776160051632,8080,22,5.5,1.5811388300841898,6,1,260039.02077010152,203940.15734332692,663274.216899862,3242.671116690151,11.6,3.687817782917155,17,7,8.7,2.3118054512532935,12,4,8906.3,6407.271269598487,22797,812,4529.0,3175.5547196950924,8664,440,735.4,411.0215457991358,1341.0,116.0,527.7,377.835369793071,1083.0,73.0,0.6959205182638142,1.7080532673537225,5.46247192760493,0.0157959109350114,0.0007094909744205996,0.0015489079852602204,0.004934203739721,3.0153441050638595e-05,1.0,0.0,1,1,0.0,0.0,0,0,0.0,0.0,0,0,10,6,10.0,0.0,0.5454545454545454,0.0,1.0221550855991943,5.454545454545454,1,1
15,2026-08-31 10:01:15,10,34726.3,17240.902026221764,57724,7847,890.4,2529.349332228438,8080,22,6.6,3.9777157040470135,17,1,497707.01272480265,439152.81348146027,1419144.1185867116,47937.2650094033,12.1,4.094712037087183,21,7,10.4,2.7162065049951147,14,6,11002.2,9199.92420017083,30492,765,7231.6,4261.530976851707,15059,689,883.6,522.3164643096069,1489.0,51.0,719.6,395.161626567043,1369.0,53.0,0.11256933204813349,0.2052758576181825,0.6878156270837333,0.0090299054442709,0.0001224370696829071,0.00017994574271493387,0.0006049573330531,1.4103717991832769e-05,1.0,0.0,1,1,0.0,0.0,0,0,0.0,0.0,0,0,10,5,10.0,0.0,0.45454545454545453,0.0,1.1061946902654867,4.545454545454546,1,1
16,2026-08-31 10:01:20,10,29127.5,12437.647135924777,51753,14589,22.0,0.0,22,22,7.1,3.478505426185217,17,6,612661.323035196,420757.6184969368,1221161.95243503,11411.492965000414,11.5,4.790035954399971,19,4,8.3,3.6224607965059086,16,4,8668.2,6161.608859164409,19873,1590,7181.1,6324.437567439846,20944,525,689.7,354.1587999126318,1169.0,242.0,819.4,525.6171399200923,1441.0,75.0,0.3242771273406055,0.925482659398109,2.9569312336187785,0.0090168418729834,0.00027806030877154,0.0007351683635849667,0.0023660357202295,1.4432781825455731e-05,0.4,0.5163977794943223,1,0,0.6,0.5163977794943222,1,0,0.0,0.0,0,0,10,1,0.5714285714285714,0.0,0.09090909090909091,0.0,0.9464627151051626,0.36363636363636365,1,2
17,2026-08-31 10:01:25,10,37712.4,19671.91807967218,65190,7876,22.0,0.0,22,22,7.1,3.478505426185217,17,6,272026.10146212403,151514.07174046338,477802.7384912371,99704.44905313678,11.4,2.8751811537130436,17,8,9.0,3.711842908553348,15,5,9614.0,4357.566395235865,15851,605,4897.9,4098.994333302309,13076,720,886.8,451.28429078698395,1441.0,55.0,577.3,450.1234522019734,1304.0,80.0,0.07377579701949726,0.05387271921364382,0.1693404873969905,0.0288130997288915,0.00010677746842060627,6.547925673715489e-05,0.0001905632113564,3.3832871431221776e-05,0.8,0.42163702135578396,1,0,0.4,0.5163977794943223,1,0,0.0,0.0,0,0,10,1,1.6,0.0,0.09090909090909091,0.0,0.9836065573770492,0.7272727272727273,1,2
18,2026-08-31 10:01:30,10,33320.4,21757.609658334357,62025,3575,241.8,213.64186023446914,445,22,9.3,5.313504806936128,17,6,245665.5365999756,262992.0404052026,835300.7316259138,6979.556282118813,134.0,37.475918193480524,190,70,7.7,2.6267851073127395,11,4,118476.0,60079.061281318674,209120,30170,5230.6,3218.018790083944,10307,784,873.3,392.08787280404374,1325.0,259.0,712.7,424.41438084337653,1426.0,98.0,3.727646573484126,7.620070640560425,24.9442790792576,0.0489679925455022,0.0034921107673394902,0.007176782842247008,0.0236404712698305,0.0001568297441131,0.5,0.5270462766947299,1,0,0.4,0.5163977794943222,1,0,0.0,0.0,0,0,10,5,1.0,0.0,0.45454545454545453,0.0,3.1460923623445827,2.272727272727273,1,3
19,2026-08-31 10:01:35,10,24152.9,17624.27563491775,58852,3309,1044.9,2480.242839813159,8080,22,10.4,5.680375574437545,17,6,571847.9645199707,417987.04798861855,1349690.9824771476,10171.689702263217,12.1,2.8460498941515415,17,8,9.1,1.66332999331662,12,7,9280.7,7156.071719564831,20349,583,7738.7,4089.4607916773903,15345,2261,717.3,455.93568016162595,1404.0,53.0,827.0,354.44667362587063,1395.0,323.0,0.26678788275122034,0.707282528129974,2.276514586566931,0.0079832106286347,0.0002564744747874331,0.0006066339714526374,0.0019662416536249,1.3805413814793835e-05,0.7,0.4830458915396479,1,0,0.4,0.5163977794943222,1,0,0.0,0.0,0,0,10,5,1.4,0.0,0.45454545454545453,0.0,0.4688191065900044,3.1818181818181817,0,0
20,2026-08-31 10:01:40,10,21473.1,13705.008406904875,48681,7554,941.6,2513.2155233219987,8080,22,7.1,3.478505426185217,17,6,767123.1936431613,895166.0420028702,2896211.3470180333,25236.770260244764,10.2,3.155242550986462,17,7,10.0,1.8257418583505538,14,8,8742.6,5840.243016252739,18938,2464,8283.1,3572.1946708804467,14430,2352,817.1,368.6357581980107,1344.0,308.0,871.5,396.9898543343954,1443.0,168.0,0.16617271640829667,0.3387284838396891,1.112662186932356,0.0044779190625394,0.00015493427664131217,0.00025998639862488904,0.0008717438786507,5.179180039948518e-06,0.2,0.42163702135578396,1,0,0.6,0.5163977794943223,1,0,0.0,0.0,0,0,10,6,0.2857142857142857,0.0,0.5454545454545454,0.0,0.451295799821269,1.0909090909090908,0,0
21,2026-08-31 10:01:45,10,21477.2,23303.403522518624,60635,1282,2619.6,3771.7696170954614,8080,22,7.1,3.4785054261852175,17,6,409179.4479653033,312215.96617413795,979894.1551541256,74322.68527692113,11.4,2.988868236194653,17,8,9.1,3.8137179293236207,14,2,10925.4,7658.429302264126,24701,1170,6839.4,5699.933707216836,17654,582,940.5,528.6564206657393,1453.0,117.0,780.3,536.2802024646776,1486.0,80.0,0.08474088366022829,0.11854364971304615,0.3996895414276358,0.0091117710264974,9.688921952483317e-05,8.855528596552317e-05,0.0002960065276849,1.5307775764299364e-05,0.4,0.5163977794943223,1,0,0.4,0.5163977794943222,1,0,0.0,0.0,0,0,10,5,0.8,0.0,0.45454545454545453,0.0,0.45657015590200445,1.8181818181818181,0,0
22,2026-08-31 10:01:50,10,29430.3,18278.846930871274,65439,3331,963.6,2507.8001072210236,8080,22,6.6,3.9777157040470135,17,1,802038.9573473154,633333.9849829342,1876677.486173408,70043.45865100579,11.8,3.2930904093942583,18,7,8.9,1.5951314818673865,11,7,8550.0,4118.191107755928,15470,1665,6240.2,3731.796939813312,13080,1611,777.4,384.67510100516427,1227.0,111.0,714.8,387.99077881367805,1308.0,165.0,0.05469026688410465,0.09419510057138833,0.3126059223598822,0.0076843251470597,6.56450503799119e-05,8.74971792265036e-05,0.0002998138641558,8.525705731430256e-06,0.8,0.42163702135578396,1,0,0.7,0.4830458915396479,1,0,0.0,0.0,0,0,10,5,1.0,0.0,0.45454545454545453,0.0,0.46040925266903915,3.6363636363636362,0,0
23,2026-08-31 10:01:55,10,41993.8,24224.376009851454,64394,3615,1050.7,2477.543454042061,8080,22,6.0,0.0,6,6,390500.84609478,210295.59858310854,683667.1084061067,115851.22037602506,11.4,3.7475918193480524,18,5,8.6,3.533962208186286,17,5,8343.7,4125.7103913548435,14807,1080,6454.8,4086.924782495731,13158,996,803.0,388.9855752823976,1461.0,60.0,755.9,411.8717303023142,1291.0,166.0,0.06029397420147485,0.05671513258073756,0.1664462397180416,0.0142998936189851,7.553759362394996e-05,5.651233615695316e-05,0.0001812669726743,2.0477802467979853e-05,0.7,0.48304589153964794,1,0,0.4,0.5163977794943222,1,0,0.0,0.0,0,0,10,6,1.4,0.0,0.5454545454545454,0.0,0.9699321047526673,3.8181818181818183,0,0
24,2026-08-31 10:02:00,10,43262.9,17851.88895980852,57505,2307,1008.8,2492.4984252753297,8080,22,8.9,7.264066813202276,17,1,559218.1937344916,436741.1357298858,1199838.2485218565,100943.89980158064,11.7,4.001388647846033,18,7,9.2,2.7406406388125957,12,3,8482.7,6251.8715606697415,20553,784,6497.6,4116.734984588312,11880,1152,749.5,472.8070430947492,1392.0,56.0,716.2,406.89359788524564,1313.0,144.0,0.05495803525925299,0.06879248044196327,0.2078808577271676,0.0057932743668201,7.600915863508246e-05,6.704281695736561e-05,0.0001981298526937,1.4078431025079336e-05,0.5,0.5270462766947299,1,0,0.5,0.5270462766947299,1,0,0.0,0.0,0,0,10,6,0.8333333333333334,0.0,0.5454545454545454,0.0,1.0165369649805447,2.727272727272727,0,0
25,2026-08-31 10:02:05,10,19839.6,18774.690772420196,64222,2149,2586.6,3794.272180244556,8080,53,8.2,4.638007234913623,17,6,463394.1356681247,510170.2367013071,1565110.708204426,32232.63645829332,9.2,2.573367875415838,12,3,8.6,2.9514591494904874,14,4,6259.2,4446.567185293992,13104,400,5516.6,4867.582315688149,18102,824,728.4,502.3199953991258,1493.0,40.0,634.6,401.47539014102585,1293.0,103.0,0.13312783285197952,0.24571247205669489,0.8023544715443925,0.0045256390424109,0.00014879150987605756,0.00020962461716236505,0.0006825380238951,7.667189251864703e-06,0.6,0.5163977794943223,1,0,0.3,0.4830458915396479,1,0,0.0,0.0,0,0,10,5,1.5,0.0,0.45454545454545453,0.0,0.8864541832669323,2.727272727272727,0,0
26,2026-08-31 10:02:10,10,40215.7,15304.59784255118,63393,24196,2493.5,3857.078579270413,8080,22,6.6,3.9777157040470135,17,1,609330.0909379157,433485.9563158803,1450429.8636628971,79319.18373443041,12.1,2.330951164939612,17,9,9.4,2.503331114069145,12,5,7409.9,5765.936243721974,18148,768,5935.9,4192.148784732399,12636,721,612.9,454.2956575232086,1396.0,64.0,611.8,381.90423465110257,1053.0,103.0,0.04510584885040353,0.05739426393059089,0.1771198257065584,0.0049698773728449,7.255706903884561e-05,7.774047872866802e-05,0.0002647531027003,1.3099564808936464e-05,0.2,0.42163702135578396,1,0,0.5,0.5270462766947299,1,0,0.0,0.0,0,0,10,5,0.3333333333333333,0.0,0.45454545454545453,0.0,1.0601577909270217,0.9090909090909091,0,0
27,2026-08-31 10:02:15,10,25075.8,15857.81568817093,50440,1669,1736.0,3347.411238554355,8080,22,10.4,5.680375574437545,17,6,526425.6136618583,466155.44673015986,1522322.122757454,63889.94881696099,11.8,3.8528488738133038,17,7,9.3,3.683295625749672,15,4,9110.5,7289.8323140293605,20094,1190,6167.4,4953.282081385813,14313,480,726.9,448.1841015574837,1393.0,147.0,641.5,484.36516298254884,1270.0,96.0,0.09572183885696164,0.13823510806422856,0.4583819605070894,0.0012152487126948,0.00010271492412361074,0.00011752406368514641,0.0003912978560635,7.225803156563817e-06,0.5,0.5270462766947299,1,0,0.3,0.4830458915396479,1,0,0.0,0.0,0,0,10,5,1.25,0.0,0.45454545454545453,0.0,1.0363457760314343,2.272727272727273,0,0
28,2026-08-31 10:02:20,10,36905.1,14817.783433353916,57720,17111,1859.2,3283.070371872444,8080,53,7.1,3.478505426185217,17,6,622477.4808437728,421803.2111164979,1457073.398826843,70601.45951758322,10.9,1.3703203194062976,13,9,8.4,3.1692971530679235,16,6,5627.3,4312.431900911595,16289,2484,6727.8,3456.284093261625,11536,2751,506.1,332.41154211809993,1253.0,207.0,860.2,437.0186367752397,1474.0,172.0,0.038516657930233573,0.03807350915556671,0.1222071053166986,0.0063594950178819,6.811756068318246e-05,8.111212148300976e-05,0.0002691162495383,1.2353530037930208e-05,0.4,0.5163977794943222,1,0,0.6,0.5163977794943222,1,0,0.0,0.0,0,0,10,5,0.5714285714285714,0.0,0.45454545454545453,0.0,0.9545004945598418,1.8181818181818181,0,0
29,2026-08-31 10:02:25,10,29594.4,21785.973658908766,60189,1611,2541.4,3825.1837777201417,8080,22,7.1,3.478505426185217,17,6,468939.7643538448,382637.6911958651,1031953.99526277,27563.364477845607,11.8,3.4253953543107007,16,5,8.4,1.776388345929897,11,6,8961.4,6188.46987370689,20430,2070,6995.5,3864.2951707480456,12710,1810,800.7,517.3505259170678,1402.0,207.0,837.4,407.6886611673723,1363.0,181.0,0.09955571838072019,0.12944439507976743,0.421755479274897,0.0164341578666262,0.00015689588285274295,0.00027121860731304517,0.0009070010306987,2.20922609589569e-05,0.7,0.48304589153964794,1,0,0.8,0.42163702135578396,1,0,0.0,0.0,0,0,10,4,0.7777777777777778,0.0,0.36363636363636365,0.0,1.0059760956175299,2.5454545454545454,0,0
30,2026-08-31 10:02:30,10,30196.0,15952.319733784454,60066,7474,1017.3,2488.8690894549763,8080,22,5.5,1.5811388300841898,6,1,522552.34024562145,316864.1363918968,912721.8178311615,55690.063831579886,13.4,2.8751811537130436,18,9,8.8,3.1198290551460244,13,2,10115.6,7242.7327285892425,21975,2244,7224.1,5284.642118651198,15444,690,736.3,480.2256529776161,1465.0,132.0,804.5,452.0821582165987,1440.0,69.0,0.0942934115052241,0.17996327906747464,0.5985987032593475,0.0144911164039288,9.542527703916067e-05,0.00013193448274503137,0.0004489131143953,2.2670707765846068e-05,1.0,0.0,1,1,0.0,0.0,0,0,0.0,0.0,0,0,10,6,10.0,0.0,0.5454545454545454,0.0,1.0591603053435115,5.454545454545454,1,1
